[2018-06-05 09:44:28] - Bridge - INFO     - [Bridge.py:236  } Requesting https://develop2-api.symphony.com:8444/sessionauth/v1/authenticate
[2018-06-05 10:01:42] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 10:01:42] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v2/user?uid=349026222342197&local=true
[2018-06-05 10:01:43] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 10:01:43] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 10:01:45] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 10:07:09] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 10:07:10] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 10:07:10] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 10:07:11] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 10:11:51] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 10:11:52] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 10:11:52] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 10:11:54] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 10:18:49] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 10:18:51] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 10:18:51] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 10:18:52] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 10:28:15] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 10:28:16] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 10:30:13] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 10:30:15] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 10:30:15] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 10:30:15] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 10:30:17] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 10:49:13] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 10:49:17] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 10:49:17] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 10:49:17] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 10:50:59] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 10:51:00] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 10:51:00] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 10:51:00] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 10:54:41] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 10:54:43] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 10:54:43] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 10:54:43] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 10:54:45] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 10:56:28] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 10:56:30] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 10:56:30] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 10:56:30] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 10:56:31] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 10:58:09] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 10:58:10] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 10:58:10] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 10:58:10] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 10:58:11] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 11:28:18] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 11:28:19] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 11:28:19] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 11:28:19] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 11:28:20] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 11:30:13] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 11:30:14] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 11:30:40] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 11:30:42] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 11:35:08] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 11:35:09] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 11:36:32] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 11:36:34] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 11:36:44] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 11:36:44] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 11:36:46] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 11:48:07] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 11:48:08] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 11:48:22] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 11:48:22] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 11:48:23] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 11:51:08] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 11:51:09] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 11:51:18] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 11:51:18] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 11:51:19] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 11:52:00] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 11:52:02] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 11:54:34] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 11:54:35] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 11:55:03] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 11:55:04] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 11:55:04] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/streams/list
[2018-06-05 11:55:05] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 11:55:05] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v2/user?uid=349026222342332&local=true
[2018-06-05 11:55:06] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 11:55:06] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v2/user?uid=349026222342197&local=true
[2018-06-05 11:55:07] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 11:55:50] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 11:55:51] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/qp1anuJ_dpfA9kP9VcV6Jn___pwx6eOodA/message/create
[2018-06-05 11:55:51] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 11:55:52] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 11:55:52] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 11:55:52] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/streams/list
[2018-06-05 11:55:53] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 11:55:53] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v2/user?uid=349026222342332&local=true
[2018-06-05 11:55:54] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 11:55:54] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v2/user?uid=349026222342197&local=true
[2018-06-05 11:55:56] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 11:55:56] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v2/user?uid=349026222342283&local=true
[2018-06-05 11:55:57] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 11:56:55] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 11:56:57] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 11:57:10] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 11:57:10] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 11:57:11] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 12:02:23] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 12:02:24] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 12:02:37] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 12:02:37] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 12:02:38] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 12:02:41] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v3/room/create
[2018-06-05 12:02:42] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 12:02:45] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/room/{'roomAttributes': {'crossPod': False, 'multiLateralRoom': False, 'membersCanInvite': True, 'readOnly': False, 'discoverable': True, 'name': 'Question A', 'viewHistory': False, 'copyProtected': False, 'description': 'Question about javascript', 'public': False, 'keywords': []}, 'roomSystemInfo': {'id': '5PWpYceCsivnz_A3QuHgOH___pwx44nudA', 'creationDate': 1528171361809, 'createdByUserId': 349026222342332, 'active': True}}/membership/add
[2018-06-05 12:04:43] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 12:04:45] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 12:04:53] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 12:04:53] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 12:04:54] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 12:04:57] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v3/room/create
[2018-06-05 12:06:03] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 12:06:04] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 12:06:10] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 12:06:10] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 12:06:12] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 12:06:16] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v3/room/create
[2018-06-05 12:07:19] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 12:07:20] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 12:07:29] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 12:07:29] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 12:07:30] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 12:07:33] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v3/room/create
[2018-06-05 12:07:34] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 12:07:37] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/room/MZIaArMsmpn4x5bgNvr1qn___pwx3xTwdA/membership/add
[2018-06-05 12:07:39] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 12:11:12] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 12:11:17] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 12:13:37] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 12:13:39] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 12:29:05] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 12:29:06] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 12:30:01] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 12:30:02] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 12:30:11] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 12:30:11] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 12:30:12] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 12:30:34] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 12:30:35] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 12:30:45] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 12:30:45] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 12:30:46] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 12:31:17] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v3/room/create
[2018-06-05 12:31:18] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 12:31:21] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/room/nbQqGaoPE0vxZ3KOlB2P-n___pwxyVvPdA/membership/add
[2018-06-05 12:31:22] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 12:31:25] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/room/nbQqGaoPE0vxZ3KOlB2P-n___pwxyVvPdA/membership/add
[2018-06-05 12:32:42] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 12:32:42] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 12:32:44] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 12:32:48] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v3/room/create
[2018-06-05 12:32:49] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 12:32:52] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/room/fUojQ6VlZ0xMOBNjEGAI9H___pwxx_ijdA/membership/add
[2018-06-05 12:32:53] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 12:32:56] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/room/fUojQ6VlZ0xMOBNjEGAI9H___pwxx_ijdA/membership/add
[2018-06-05 12:32:57] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 12:33:59] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 12:33:59] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 12:34:00] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 12:34:04] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v3/room/create
[2018-06-05 12:34:06] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 12:34:09] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/room/PyUD3-TTQWvnzjEAzqJQaH___pwxxs0QdA/membership/add
[2018-06-05 12:34:10] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 12:34:13] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/room/PyUD3-TTQWvnzjEAzqJQaH___pwxxs0QdA/membership/add
[2018-06-05 12:34:14] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:05:34] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 13:05:36] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:12:32] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 13:12:33] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:15:03] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 13:15:05] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:15:35] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 13:15:35] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 13:15:36] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:19:52] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 13:19:53] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:20:37] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 13:20:37] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 13:20:39] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:27:06] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 13:27:07] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:28:01] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 13:28:03] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:28:10] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 13:28:10] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 13:28:12] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:28:16] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v3/room/create
[2018-06-05 13:28:17] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
